,loss,accuracy,val_loss,val_accuracy
0,0.6980575323104858,0.5249999761581421,0.7070764899253845,0.44999998807907104
1,0.6920581459999084,0.5249999761581421,0.7016085982322693,0.44999998807907104
2,0.6928447484970093,0.5249999761581421,0.6992018818855286,0.44999998807907104
3,0.6925514936447144,0.5249999761581421,0.6984155774116516,0.44999998807907104
4,0.6924707889556885,0.5249999761581421,0.6966891288757324,0.44999998807907104
5,0.6916024088859558,0.5249999761581421,0.696792483329773,0.44999998807907104
6,0.6913367509841919,0.5249999761581421,0.6986138224601746,0.44999998807907104
7,0.6931285262107849,0.5249999761581421,0.6986683011054993,0.44999998807907104
8,0.6937229037284851,0.5249999761581421,0.7009251713752747,0.44999998807907104
9,0.6889220476150513,0.5249999761581421,0.6975326538085938,0.44999998807907104
10,0.6909847855567932,0.5249999761581421,0.6976303458213806,0.44999998807907104
11,0.6913893818855286,0.5249999761581421,0.6973222494125366,0.44999998807907104
12,0.6912437081336975,0.5249999761581421,0.6955062747001648,0.44999998807907104
13,0.6893836259841919,0.5249999761581421,0.6924953460693359,0.44999998807907104
14,0.6901868581771851,0.5249999761581421,0.6910772323608398,0.44999998807907104
15,0.6895756125450134,0.5375000238418579,0.6926170587539673,0.44999998807907104
16,0.6891940236091614,0.5249999761581421,0.6932098865509033,0.44999998807907104
17,0.6846851706504822,0.5249999761581421,0.6826701164245605,0.44999998807907104
18,0.7033238410949707,0.574999988079071,0.9725559949874878,0.44999998807907104
19,0.7688764333724976,0.574999988079071,0.8264721035957336,0.44999998807907104
20,0.7403539419174194,0.5249999761581421,0.7089481949806213,0.44999998807907104
21,0.6904584169387817,0.5249999761581421,0.694819450378418,0.44999998807907104
22,0.6905663013458252,0.5,0.6926490068435669,0.44999998807907104
23,0.6894539594650269,0.512499988079071,0.6916295886039734,0.44999998807907104
24,0.6874797344207764,0.5249999761581421,0.690233588218689,0.44999998807907104
25,0.6862512826919556,0.5249999761581421,0.6909785270690918,0.44999998807907104
26,0.6875958442687988,0.5249999761581421,0.6903702020645142,0.44999998807907104
27,0.6836738586425781,0.550000011920929,0.6895095705986023,0.44999998807907104
28,0.6833927035331726,0.5249999761581421,0.6878075003623962,0.44999998807907104
29,0.6834750771522522,0.5249999761581421,0.6859749555587769,0.44999998807907104
30,0.6812868714332581,0.5249999761581421,0.6851935386657715,0.44999998807907104
31,0.6810239553451538,0.5249999761581421,0.686152994632721,0.44999998807907104
32,0.6761594414710999,0.5249999761581421,0.682817280292511,0.44999998807907104
33,0.6770656108856201,0.512499988079071,0.6796032786369324,0.44999998807907104
34,0.6816786527633667,0.5249999761581421,0.6822421550750732,0.44999998807907104
35,0.6753090620040894,0.550000011920929,0.6695049405097961,0.699999988079071
36,0.6707720756530762,0.550000011920929,0.6693854331970215,0.44999998807907104
37,0.665640652179718,0.612500011920929,0.6597746014595032,0.75
38,0.648876965045929,0.6625000238418579,0.6561559438705444,0.44999998807907104
39,0.6675552725791931,0.574999988079071,0.648418128490448,0.6499999761581421
40,0.6435288786888123,0.637499988079071,0.6049712896347046,0.800000011920929
41,0.7300413846969604,0.574999988079071,0.6137935519218445,0.75
42,0.6300056576728821,0.6499999761581421,0.606015682220459,0.75
43,0.6292024850845337,0.6875,0.5705434083938599,0.75
44,0.5715351700782776,0.75,0.46552032232284546,0.949999988079071
45,0.5778522491455078,0.7250000238418579,0.5752689242362976,0.699999988079071
46,0.6253983974456787,0.612500011920929,0.5912372469902039,0.699999988079071
47,0.6181095242500305,0.6499999761581421,0.5869513750076294,0.699999988079071
48,0.616246223449707,0.6499999761581421,0.5872611999511719,0.699999988079071
49,0.6020140647888184,0.699999988079071,0.5793095231056213,0.75
50,0.5753592848777771,0.7124999761581421,0.5434725880622864,0.75
51,0.5422049760818481,0.7250000238418579,0.46047407388687134,0.8999999761581421
52,0.6090511679649353,0.737500011920929,1.3782958984375,0.44999998807907104
53,0.6724413633346558,0.6875,0.5112583637237549,0.699999988079071
54,0.5927122235298157,0.6875,0.5742511749267578,0.699999988079071
55,0.5839167833328247,0.6875,0.5761055946350098,0.699999988079071
56,0.5821491479873657,0.699999988079071,0.554845929145813,0.75
